"lat","lon","elevation_m","in_camp","unix_time","distance_from_camp_m"
-3.537389,35.122596,1251,1,1474173875,21.8712
-3.5373924,35.1225928,1251,1,1474173880,21.5574
-3.5373954,35.122592,1251,1,1474173885,21.5099
-3.5373976,35.1225888,1251,1,1474173890,21.1912
-3.5374004,35.1225848,1251,1,1474173895,20.7995
-3.5374042,35.1225872,1251,1,1474173900,21.1337
-3.5374058,35.1225912,1251,1,1474173905,21.6027
-3.53741,35.122592,1251,1,1474173910,21.7796
-3.537415,35.122592,1251,1,1474173915,21.8986
-3.5374176,35.122592,1251,1,1474173920,21.9657
-3.5374196,35.122592,1251,1,1474173925,22.0197
-3.5374224,35.1225856,1251,1,1474173930,21.4137
-3.5374246,35.122584,1251,1,1474173935,21.3103
-3.5374274,35.122584,1251,1,1474173940,21.4001
-3.537428,35.12258933,1251,1,1474173945,21.9858
-3.537428,35.122592,1251,1,1474173950,22.2692
-3.5374262,35.122592,1251,1,1474173955,22.2127
-3.537425,35.122592,1251,1,1474173960,22.176
-3.5374256,35.1225896,1251,1,1474173965,21.9382
-3.537426,35.1225904,1251,1,1474173970,22.0359
-3.5374242,35.122592,1251,1,1474173975,22.1519
-3.537423,35.122592,1251,1,1474173980,22.1164
-3.537423,35.1225872,1251,1,1474173985,21.6027
-3.5374248,35.122584,1251,1,1474173990,21.3166
-3.537426,35.122584,1251,1,1474173995,21.3547
-3.5374224,35.122584,1251,1,1474174000,21.2427
-3.5374176,35.1225864,1251,1,1474174005,21.3623
-3.5374172,35.1225856,1251,1,1474174010,21.2653
-3.5374198,35.1225816,1251,1,1474174015,20.9088
-3.537421,35.1225782,1251,1,1474174020,20.5807
-3.5374204,35.1225722,1251,1,1474174025,19.9219
-3.5374206,35.122569,1251,1,1474174030,19.5872
-3.5374204,35.122569,1251,1,1474174035,19.5809
-3.5374176,35.1225666,1251,1,1474174040,19.2385
-3.537413,35.122565,1251,1,1474174045,18.9336
-3.537408,35.122565,1251,1,1474174050,18.8023
-3.5374034,35.122565,1251,1,1474174055,18.6952
-3.537401,35.1225634,1251,1,1474174060,18.47
-3.5374026,35.122561,1251,1,1474174065,18.2422
-3.537405,35.122561,1251,1,1474174070,18.2965
-3.5374034,35.122561,1251,1,1474174075,18.2599
-3.5373998,35.122561,1251,1,1474174080,18.1836
-3.5373968,35.122561,1251,1,1474174085,18.1264
-3.5373954,35.122561,1250,1,1474174090,18.1017
-3.5373968,35.122561,1250,1,1474174095,18.1264
-3.5374,35.1225594,1250,1,1474174100,18.0129
-3.537405,35.122557,1250,1,1474174105,17.8625
-3.5374088,35.122557,1250,1,1474174110,17.9583
-3.5374084,35.122557,1250,1,1474174115,17.9477
-3.537404,35.122557,1251,1,1474174120,17.8389
-3.537399,35.1225542,1250,1,1474174125,17.4248
-3.537396,35.12255,1250,1,1474174130,16.907
-3.537396,35.1225468,1250,1,1474174135,16.5568
-3.5373956,35.1225468,1250,1,1474174140,16.5492
-3.537395,35.122554,1250,1,1474174145,17.327
-3.5373934,35.122554,1250,1,1474174150,17.2996
-3.537390667,35.12255,1250,1,1474174155,16.8167
-3.5373892,35.1225444,1250,1,1474174160,16.1786
-3.5373864,35.1225554,1250,1,1474174165,17.3555
-3.5373886,35.122561,1250,1,1474174170,18.0004
-3.5373908,35.1225626,1250,1,1474174175,18.2061
-3.537389,35.1225698,1249,1,1474174180,18.9766
-3.537385,35.1225744,1249,1,1474174185,19.4418
-3.537385,35.12258,1249,1,1474174190,20.0616
-3.537386,35.12258,1249,1,1474174195,20.071
-3.5373896,35.12258,1248,1,1474174200,20.11
-3.537388,35.12258,1248,1,1474174205,20.0917
-3.537388,35.1225808,1248,1,1474174210,20.1801
-3.5373874,35.122584,1248,1,1474174215,20.5275
-3.537384,35.122584,1248,1,1474174220,20.4957
-3.5373796,35.1225832,1248,1,1474174225,20.376
-3.537378,35.1225794,1248,1,1474174230,19.9459
-3.5373774,35.122577,1248,1,1474174235,19.6767
-3.537375,35.1225776,1248,1,1474174240,19.7341
-3.537375,35.1225808,1248,1,1474174245,20.0894
-3.5373756,35.122584,1248,1,1474174250,20.4466
-3.537378,35.1225848,1248,1,1474174255,20.5451
-3.537377667,35.122588,1248,1,1474174260,20.8987
-3.537376,35.122588,1248,1,1474174265,20.892
